id	County	rgo_code	RGOCodeSt	rgo_code_no	name	SPMMMSANAME		Color
17007	Boone County	IL15	IL	15	Rockford Metropolitan Agency for Planning	IL15	Rockford, IL	#F5F6FA
17013	Calhoun County	IL99	IL	99	Unattached	MO01	St. Louis, MO-IL	#A9ACB3
17019	Champaign County	IL10	IL	10	Champaign County Regional Planning Commission	IL10	Champaign-Urbana, IL	#404143
17027	Clinton County	IL99	IL	99	Unattached	MO01	St. Louis, MO-IL	#A9ACB3
17031	Cook County	IL01	IL	01	Chicago Metropolitan Agency for Planning	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#993955
17037	DeKalb County	IL50	IL	50	none	IL01	Chicago-Naperville-Elgin, IL-IN-WI	 #987981
17039	De Witt County	IL99	IL	99	Unattached	IL13	Bloomington, IL	#A9ACB3
17043	DuPage County	IL01	IL	01	Chicago Metropolitan Agency for Planning	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#993955
17053	Ford County	IL10	IL	10	Champaign County Regional Planning Commission	IL10	Champaign-Urbana, IL	#404143
17063	Grundy County	IL03	IL	03	North Central Illinois Council of Governments	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#A3C3D9
17073	Henry County	IA02	IA	02	Bi-State Regional Commission	IW02	Davenport-Moline-Rock Island, IA-IL	#AE76A6
17077	Jackson County	IL14	IL	14	Greater Egypt Regional Planning and Development Commission	IL14	Carbondale-Marion, IL	#E7ECF5
17083	Jersey County	IL99	IL	99	Unattached	MO01	St. Louis, MO-IL	#A9ACB3
17089	Kane County	IL01	IL	01	Chicago Metropolitan Agency for Planning	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#993955
17091	Kankakee County	IL51	IL	51	none	IL51	Kankakee, IL	#9F8C9C
17093	Kendall County	IL01	IL	01	Chicago Metropolitan Agency for Planning	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#993955
17097	Lake County	IL01	IL	01	Chicago Metropolitan Agency for Planning	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#993955
17111	McHenry County	IL01	IL	01	Chicago Metropolitan Agency for Planning	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#993955
17113	McLean County	IL13	IL	13	Mclean County Regional Planning Commission	IL13	Bloomington, IL	#D5E3ED
17115	Macon County	IL52	IL	52	none	IL52	Decatur, IL	#9BA6AD
17117	Macoupin County	IL99	IL	99	Unattached	MO01	St. Louis, MO-IL	#A9ACB3
17119	Madison County	MO01	MO	01	East-West Gateway Council of Governments	MO01	St. Louis, MO-IL	#993955
17123	Marshall County	IL03	IL	03	North Central Illinois Council of Governments	IL06	Peoria, IL	#A3C3D9
17129	Menard County	IL99	IL	99	Unattached	IL12	Springfield, IL	#A9ACB3
17131	Mercer County	IA02	IA	02	Bi-State Regional Commission	IW02	Davenport-Moline-Rock Island, IA-IL	#AE76A6
17133	Monroe County	MO01	MO	01	East-West Gateway Council of Governments	MO01	St. Louis, MO-IL	#993955
17143	Peoria County	IL06	IL	06	Tri-County Regional Planning Commission	IL06	Peoria, IL	#2A1018
17147	Piatt County	IL10	IL	10	Champaign County Regional Planning Commission	IL10	Champaign-Urbana, IL	#404143
17161	Rock Island County	IA02	IA	02	Bi-State Regional Commission	IW02	Davenport-Moline-Rock Island, IA-IL	#AE76A6
17163	St. Clair County	MO01	MO	01	East-West Gateway Council of Governments	MO01	St. Louis, MO-IL	#993955
17167	Sangamon County	IL12	IL	12	Springfield-Sangamon Regional Planning Commission	IL12	Springfield, IL	#DAC0D6
17175	Stark County	IL03	IL	03	North Central Illinois Council of Governments	IL06	Peoria, IL	#A3C3D9
17179	Tazewell County	IL06	IL	06	Tri-County Regional Planning Commission	IL06	Peoria, IL	#2A1018
17183	Vermilion County	IL10	IL	10	Champaign County Regional Planning Commission	IL10	Danville, IL	#404143
17197	Will County	IL01	IL	01	Chicago Metropolitan Agency for Planning	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#993955
17199	Williamson County	IL14	IL	14	Greater Egypt Regional Planning and Development Commission	IL14	Carbondale-Marion, IL	#E7ECF5
17201	Winnebago County	IL15	IL	15	Rockford Metropolitan Agency for Planning	IL15	Rockford, IL	#F5F6FA
17203	Woodford County	IL06	IL	06	Tri-County Regional Planning Commission	IL06	Peoria, IL	#2A1018
18003	Allen County	IN06	IN	06	Northeastern Indiana Regional Coordinating Council	IN06	Fort Wayne, IN	#2A1018
18005	Bartholomew County	IN51	IN	51	none	IN51	Columbus, IN	 #987981
18007	Benton County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	IN13	Lafayette-West Lafayette, IN	#A3C3D9
18011	Boone County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN	#F5F6FA
18013	Brown County	IN99	IN	99	Unattached	IN50	Indianapolis-Carmel-Anderson, IN	#A9ACB3
18015	Carroll County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	IN13	Lafayette-West Lafayette, IN	#A3C3D9
18019	Clark County	IN14	IN	14	River Hills Economic Development District and Regional Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#E7ECF5
18021	Clay County	IN11	IN	11	West Central Indiana Economic Development District	IN11	Terre Haute, IN	#D0A5B1
18029	Dearborn County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN	#993955
18039	Elkhart County	IN05	IN	05	Michiana Area Council of Governments	IN05	Elkhart-Goshen, IN	#E9ECF5
18043	Floyd County	IN14	IN	14	River Hills Economic Development District and Regional Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#E7ECF5
18057	Hamilton County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN	#F5F6FA
18059	Hancock County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN	#F5F6FA
18061	Harrison County	IN14	IN	14	River Hills Economic Development District and Regional Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#E7ECF5
18063	Hendricks County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN	#F5F6FA
18073	Jasper County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#A3C3D9
18081	Johnson County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN	#F5F6FA
18089	Lake County	IN07	IN	07	Northwestern Indiana Regional Planning Commission	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#30212E
18091	LaPorte County	IN07	IN	07	Northwestern Indiana Regional Planning Commission	IN07	Michigan City-La Porte, IN	#30212E
18095	Madison County	IN04	IN	04	Madison County Council of Governments	IN50	Indianapolis-Carmel-Anderson, IN	#CCD6EB
18097	Marion County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN	#F5F6FA
18105	Monroe County	IN52	IN	52	none	IN52	Bloomington, IN	#9F8C9C
18109	Morgan County	IN50	IN	50	None	IN50	Indianapolis-Carmel-Anderson, IN	#F5F6FA
18111	Newton County	IN03	IN	03	Kankakee-Iroquios Regional Planning Commission	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#A3C3D9
18115	Ohio County	IN09	IN	09	Southeastern Indiana Regional Planning Commission	OH01	Cincinnati, OH-KY-IN	#383B41
18119	Owen County	IN99	IN	99	Unattached	IN52	Bloomington, IN	#A9ACB3
18127	Porter County	IN07	IN	07	Northwestern Indiana Regional Planning Commission	IL01	Chicago-Naperville-Elgin, IL-IN-WI	#30212E
18133	Putnam County	IN11	IN	11	West Central Indiana Economic Development District	IN50	Indianapolis-Carmel-Anderson, IN	#D0A5B1
18141	St. Joseph County	IN05	IN	05	Michiana Area Council of Governments	IN05	South Bend-Mishawaka, IN-MI	#E9ECF5
18143	Scott County	IN14	IN	14	River Hills Economic Development District and Regional Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#E7ECF5
18145	Shelby County	IN09	IN	09	Southeastern Indiana Regional Planning Commission	IN50	Indianapolis-Carmel-Anderson, IN	#383B41
18153	Sullivan County	IN11	IN	11	West Central Indiana Economic Development District	IN11	Terre Haute, IN	#D0A5B1
18157	Tippecanoe County	IN13	IN	13	Area Plan Commission of Tippecanoe County	IN13	Lafayette-West Lafayette, IN	#D5E3ED
18161	Union County	IN99	IN	99	Unattached	OH01	Cincinnati, OH-KY-IN	#A9ACB3
18165	Vermillion County	IN11	IN	11	West Central Indiana Economic Development District	IN11	Terre Haute, IN	#D0A5B1
18167	Vigo County	IN11	IN	11	West Central Indiana Economic Development District	IN11	Terre Haute, IN	#D0A5B1
18175	Washington County	IN14	IN	14	River Hills Economic Development District and Regional Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#E7ECF5
18179	Wells County	IN06	IN	06	Northeastern Indiana Regional Coordinating Council	IN06	Fort Wayne, IN	#2A1018
18183	Whitley County	IN08	IN	08	Regiona III-A Economic Dev District and Regional Planning Commission	IN06	Fort Wayne, IN	#2D363C
19011	Benton County	IA05	IA	05	East Central Iowa Council of Governments	IW05	Cedar Rapids, IA	#E9ECF5
19013	Black Hawk County	IA06	IA	06	Iowa Northland Regional Council of Governments	IW06	Waterloo-Cedar Falls, IA	#2A1018
19017	Bremer County	IA06	IA	06	Iowa Northland Regional Council of Governments	IW06	Waterloo-Cedar Falls, IA	#2A1018
19049	Dallas County	IA11	IA	11	Region XII Council of Governments	IW50	Des Moines-West Des Moines, IA	#D0A5B1
19061	Dubuque County	IA04	IA	04	East Central Intergovernmental Association	IW04	Dubuque, IA	#CCD6EB
19075	Grundy County	IA06	IA	06	Iowa Northland Regional Council of Governments	IW06	Waterloo-Cedar Falls, IA	#2A1018
19077	Guthrie County	IA11	IA	11	Region XII Council of Governments	IW50	Des Moines-West Des Moines, IA	#D0A5B1
19085	Harrison County	IA15	IA	15	Southwest Iowa Planning Council	NE01	Omaha-Council Bluffs, NE-IA	#F5F6FA
19103	Johnson County	IA05	IA	05	East Central Iowa Council of Governments	2OUT	Iowa City, IA	#E9ECF5
19105	Jones County	IA05	IA	05	East Central Iowa Council of Governments	IW05	Cedar Rapids, IA	#E9ECF5
19113	Linn County	IA05	IA	05	East Central Iowa Council of Governments	IW05	Cedar Rapids, IA	#E9ECF5
19121	Madison County	IA14	IA	14	Southern Iowa Council of Governments	IW50	Des Moines-West Des Moines, IA	#E7ECF5
19129	Mills County	NE01	NE	01	Omaha-Council Bluffs Metropolitan Planning Agency	NE01	Omaha-Council Bluffs, NE-IA	#993955
19149	Plymouth County	IA12	IA	12	Siouxland Interstate Metropolitan Planning Council	IW12	Sioux City, IA-NE-SD	#DAC0D6
19153	Polk County	IA50	IA	50	none	IW50	Des Moines-West Des Moines, IA	#9F8C9C
19155	Pottawattamie County	NE01	NE	01	Omaha-Council Bluffs Metropolitan Planning Agency	NE01	Omaha-Council Bluffs, NE-IA	#993955
19169	Story County	IA51	IA	51	none	IW51	Ames, IA	#9BA6AD
19181	Warren County	IA50	IA	50	none	IW50	Des Moines-West Des Moines, IA	#9F8C9C
19183	Washington County	IA05	IA	05	East Central Iowa Council of Governments	2OUT	Iowa City, IA	#E9ECF5
19193	Woodbury County	IA12	IA	12	Siouxland Interstate Metropolitan Planning Council	IW12	Sioux City, IA-NE-SD	#DAC0D6
20015	Butler County	KS03	KS	03	South Central Kansas Economic Development District	KS03	Wichita, KS	#A3C3D9
20043	Doniphan County	MO06	MO	06	Mo-Kan Regional Council	MO06	St. Joseph, MO-KS	#2A1018
20045	Douglas County	KS50	KS	50	None	KS50	Lawrence, KS	#30212E
20079	Harvey County	KS03	KS	03	South Central Kansas Economic Development District	KS03	Wichita, KS	#A3C3D9
20085	Jackson County	KS99	KS	99	None	KS51	Topeka, KS	#383B41
20087	Jefferson County	KS99	KS	99	None	KS51	Topeka, KS	#383B41
20091	Johnson County	KS01	KS	01	Mid-America Regional Council	KS01	Kansas City, MO-KS	#993955
20095	Kingman County	KS03	KS	03	South Central Kansas Economic Development District	KS03	Wichita, KS	#A3C3D9
20103	Leavenworth County	KS01	KS	01	Mid-America Regional Council	KS01	Kansas City, MO-KS	#993955
20121	Miami County	KS01	KS	01	Mid-America Regional Council	KS01	Kansas City, MO-KS	#993955
20139	Osage County	KS99	KS	99	None	KS51	Topeka, KS	#383B41
20149	Pottawatomie County	KS02	KS	02	North Central Regional Planning Commission	KS02	Manhattan, KS	#AE76A6
20161	Riley County	KS02	KS	02	North Central Regional Planning Commission	KS02	Manhattan, KS	#AE76A6
20173	Sedgwick County	KS03	KS	03	South Central Kansas Economic Development District	KS03	Wichita, KS	#A3C3D9
20177	Shawnee County	KS51	KS	51	None	KS51	Topeka, KS	#2D363C
20191	Sumner County	KS03	KS	03	South Central Kansas Economic Development District	KS03	Wichita, KS	#A3C3D9
20197	Wabaunsee County	KS02	KS	02	North Central Regional Planning Commission	KS51	Topeka, KS	#AE76A6
20209	Wyandotte County	KS01	KS	01	Mid-America Regional Council	KS01	Kansas City, MO-KS	#993955
21003	Allen County	KY02	KY	02	Barren River Area Development District	KY02	Bowling Green, KY	#AE76A6
21015	Boone County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN	#993955
21017	Bourbon County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY	#CCD6EB
21019	Boyd County	KY07	KY	07	Fivco Area Development District	WV03	Huntington-Ashland, WV-KY-OH	#30212E
21023	Bracken County	KY05	KY	05	Buffalo Trace Area Development District	OH01	Cincinnati, OH-KY-IN	#E9ECF5
21029	Bullitt County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#993955
21031	Butler County	KY02	KY	02	Barren River Area Development District	KY02	Bowling Green, KY	#AE76A6
21037	Campbell County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN	#993955
21047	Christian County	KY13	KY	13	Pennyrile Area Development District	TN03	Clarksville, TN-KY	#D5E3ED
21049	Clark County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY	#CCD6EB
21059	Daviess County	KY09	KY	09	Green River Area Development District	KY09	Owensboro, KY	#383B41
21061	Edmonson County	KY02	KY	02	Barren River Area Development District	KY02	Bowling Green, KY	#AE76A6
21067	Fayette County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY	#CCD6EB
21077	Gallatin County	KY15	KY	15	Northern Kentucky Area Development District	OH01	Cincinnati, OH-KY-IN	#F5F6FA
21081	Grant County	KY15	KY	15	Northern Kentucky Area Development District	OH01	Cincinnati, OH-KY-IN	#F5F6FA
21089	Greenup County	KY07	KY	07	Fivco Area Development District	WV03	Huntington-Ashland, WV-KY-OH	#30212E
21091	Hancock County	KY09	KY	09	Green River Area Development District	KY09	Owensboro, KY	#383B41
21093	Hardin County	KY12	KY	12	Lincoln Trail Area Development District	KY12	Elizabethtown-Fort Knox, KY	#DAC0D6
21101	Henderson County	KY09	KY	09	Green River Area Development District	IN53	Evansville, IN-KY	#383B41
21101	Henderson County	IN53	IN	53	none	IN53	Evansville, IN-KY	#9BA6AD
21103	Henry County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#993955
21111	Jefferson County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#993955
21113	Jessamine County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY	#CCD6EB
21117	Kenton County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN	#993955
21123	LaRue County	KY12	KY	12	Lincoln Trail Area Development District	KY12	Elizabethtown-Fort Knox, KY	#DAC0D6
21149	McLean County	KY09	KY	09	Green River Area Development District	KY09	Owensboro, KY	#383B41
21163	Meade County	KY12	KY	12	Lincoln Trail Area Development District	KY12	Elizabethtown-Fort Knox, KY	#DAC0D6
21185	Oldham County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#993955
21191	Pendleton County	KY15	KY	15	Northern Kentucky Area Development District	OH01	Cincinnati, OH-KY-IN	#F5F6FA
21209	Scott County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY	#CCD6EB
21211	Shelby County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#993955
21215	Spencer County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#993955
21221	Trigg County	KY13	KY	13	Pennyrile Area Development District	TN03	Clarksville, TN-KY	#D5E3ED
21223	Trimble County	KY01	KY	01	Kentuckiana Regional Development and Planning Commission	KY01	Louisville/Jefferson County, KY-IN	#993955
21227	Warren County	KY02	KY	02	Barren River Area Development District	KY02	Bowling Green, KY	#AE76A6
21239	Woodford County	KY04	KY	04	Bluegrass Area Development District	KY04	Lexington-Fayette, KY	#CCD6EB
22001	Acadia Parish	LA04	LA	04	Acadiana Planning Commission	LA04	Lafayette, LA	#CCD6EB
22005	Ascension Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA	#993955
22015	Bossier Parish	LA07	LA	07	Coordinating and Development District	LA07	Shreveport-Bossier City, LA	#30212E
22017	Caddo Parish	LA07	LA	07	Coordinating and Development District	LA07	Shreveport-Bossier City, LA	#30212E
22019	Calcasieu Parish	LA05	LA	05	Imperial Calcasieu Regional Planning & Development Commission	LA05	Lake Charles, LA	#E9ECF5
22023	Cameron Parish	LA05	LA	05	Imperial Calcasieu Regional Planning and Development District	LA05	Lake Charles, LA	#E9ECF5
22031	De Soto Parish	LA07	LA	07	Coordinating and Development District	LA07	Shreveport-Bossier City, LA	#30212E
22033	East Baton Rouge Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA	#993955
22037	East Feliciana Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA	#993955
22043	Grant Parish	LA06	LA	06	Kisatchie-Delta Regional Planning and Development District	LA06	Alexandria, LA	#2A1018
22045	Iberia Parish	LA04	LA	04	Acadiana Planning Commission	LA04	Lafayette, LA	#CCD6EB
22047	Iberville Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA	#993955
22051	Jefferson Parish	LA02	LA	02	New Orleans Regional Planning Commission	LA02	New Orleans-Metairie, LA	#AE76A6
22055	Lafayette Parish	LA04	LA	04	Acadiana Planning Commission	LA04	Lafayette, LA	#CCD6EB
22057	Lafourche Parish	LA03	LA	03	South Central Planning and Development Commission	LA03	Houma-Thibodaux, LA	#A3C3D9
22063	Livingston Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA	#993955
22071	Orleans Parish	LA02	LA	02	New Orleans Regional Planning Commission	LA02	New Orleans-Metairie, LA	#AE76A6
22073	Ouachita Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	LA08	Monroe, LA	#2D363C
22075	Plaquemines Parish	LA02	LA	02	New Orleans Regional Planning Commission	LA02	New Orleans-Metairie, LA	#AE76A6
22077	Pointe Coupee Parish	LA01	LA	01	Capital Region Planning Commission	LA01	Baton Rouge, LA	#993955
22079	Rapides Parish	LA06	LA	06	Kisatchie-Delta Regional Planning and Development District	LA06	Alexandria, LA	#2A1018
22087	St. Bernard Parish	LA02	LA	02	New Orleans Regional Planning Commission	LA02	New Orleans-Metairie, LA	#AE76A6
22089	St. Charles Parish	LA03	LA	03	South Central Planning and Development Commission	LA02	New Orleans-Metairie, LA	#A3C3D9
